t`s	v(l3bl3)`V`float	v(l3bl5)`V`float	v(l3bl2)`V`float	v(l3bl6)`V`float	v(l3bl1)`V`float	v(l3bl7)`V`float	v(l3bl0)`V`float	v(l3bl8)`V`float	v(l3bl4)`V`float	v(l3bl9)`V`float
4.28e-08	NULL	NULL	NULL	NULL	0.672578	NULL	NULL	NULL	NULL	NULL
4.2832e-08	NULL	NULL	NULL	NULL	NULL	0.648661	NULL	NULL	NULL	NULL
4.2864e-08	0.676929	NULL	NULL	NULL	NULL	NULL	0.628456	NULL	0.623551	NULL
4.288e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.612697	NULL	NULL
4.2896e-08	NULL	NULL	NULL	NULL	0.673369	0.648674	NULL	NULL	NULL	NULL
4.2928e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.62366	NULL
4.296e-08	NULL	0.673839	NULL	NULL	NULL	NULL	0.629007	NULL	NULL	NULL
4.2976e-08	NULL	NULL	NULL	0.64303	NULL	NULL	NULL	NULL	NULL	NULL
4.3008e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.613568	0.624076	NULL
4.304e-08	NULL	0.674241	0.651326	0.643393	0.674388	0.648819	0.629335	NULL	NULL	NULL
4.3088e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.638526
4.3104e-08	NULL	0.674179	NULL	0.643399	NULL	NULL	NULL	0.61367	NULL	NULL
4.312e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.629237	NULL	NULL	NULL
4.3152e-08	NULL	NULL	0.650892	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.3168e-08	NULL	NULL	NULL	0.643135	NULL	NULL	0.629018	NULL	NULL	NULL
4.3184e-08	0.682396	0.673786	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.3216e-08	NULL	NULL	0.650824	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.3232e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.638471
4.3248e-08	0.683239	NULL	NULL	NULL	NULL	NULL	NULL	0.61374	NULL	NULL
4.3264e-08	NULL	NULL	0.650972	NULL	NULL	0.648443	NULL	NULL	0.625838	NULL
4.328e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.638714
4.3296e-08	NULL	NULL	NULL	0.642315	NULL	NULL	NULL	NULL	NULL	NULL
4.3312e-08	NULL	0.673117	NULL	NULL	0.675735	NULL	NULL	0.614183	NULL	NULL
4.3328e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.628218	NULL	NULL	NULL
4.3344e-08	0.684494	NULL	NULL	NULL	NULL	0.64884	NULL	NULL	NULL	NULL
4.3392e-08	NULL	NULL	NULL	NULL	0.676312	NULL	NULL	NULL	NULL	NULL
4.3424e-08	NULL	NULL	0.651926	NULL	NULL	NULL	NULL	0.614997	NULL	NULL
4.3456e-08	0.685443	NULL	NULL	NULL	NULL	0.649344	NULL	NULL	0.626993	NULL
4.3472e-08	NULL	0.672711	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.3488e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640207
4.3504e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.627918	NULL	NULL	NULL
4.3536e-08	NULL	NULL	0.651948	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.3552e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640657
4.3568e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.628045	0.615396	NULL	NULL
4.36e-08	NULL	NULL	NULL	NULL	0.677443	NULL	NULL	NULL	0.62717	NULL
4.3616e-08	NULL	NULL	0.651742	NULL	NULL	NULL	0.628076	0.615401	NULL	NULL
4.3648e-08	NULL	NULL	NULL	NULL	NULL	0.649435	NULL	NULL	NULL	NULL
4.3664e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.641571
4.368e-08	NULL	NULL	NULL	0.64139	NULL	NULL	NULL	NULL	NULL	NULL
4.3712e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.62642	NULL
4.3728e-08	NULL	NULL	0.650917	NULL	0.677644	NULL	NULL	0.615194	NULL	NULL
4.3744e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.642299
4.376e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.628175	NULL	NULL	NULL
4.3776e-08	NULL	NULL	0.650536	NULL	NULL	NULL	NULL	0.615093	NULL	NULL
4.3808e-08	0.687455	0.670735	NULL	NULL	NULL	0.648919	NULL	NULL	0.625576	NULL
4.3824e-08	NULL	NULL	NULL	NULL	0.677452	NULL	NULL	NULL	NULL	NULL
4.3856e-08	NULL	NULL	0.65021	0.641388	NULL	NULL	NULL	NULL	NULL	NULL
4.3888e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.629023	0.615323	0.625194	NULL
4.3904e-08	NULL	NULL	NULL	NULL	0.677493	NULL	NULL	NULL	NULL	NULL
4.392e-08	NULL	0.670928	0.650253	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.3952e-08	0.689003	NULL	NULL	0.641301	NULL	NULL	NULL	0.615859	0.62528	NULL
4.3968e-08	NULL	NULL	0.650488	NULL	NULL	0.648888	NULL	NULL	NULL	NULL
4.3984e-08	NULL	0.671212	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.644986
4.4e-08	NULL	NULL	NULL	NULL	0.677838	NULL	NULL	NULL	NULL	NULL
4.4016e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.616793	NULL	NULL
4.4032e-08	NULL	NULL	NULL	NULL	NULL	0.64933	0.630333	NULL	0.62589	NULL
4.4064e-08	NULL	NULL	NULL	NULL	0.67816	NULL	NULL	NULL	NULL	NULL
4.4096e-08	0.69112	NULL	0.651244	0.641483	NULL	NULL	0.630777	0.618139	0.626364	NULL
4.4112e-08	NULL	0.671823	NULL	NULL	0.678011	0.649985	NULL	NULL	NULL	NULL
4.416e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.647591
4.4176e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.619029	NULL	NULL
4.4192e-08	0.691745	0.671628	0.650902	0.640726	0.67706	0.650169	NULL	NULL	0.626404	NULL
4.4224e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.630869	NULL	NULL	0.647928
4.4272e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.630893	NULL	NULL	NULL
4.4288e-08	NULL	NULL	0.65026	0.639655	NULL	NULL	NULL	NULL	NULL	0.648122
4.4304e-08	NULL	NULL	NULL	NULL	NULL	0.649931	NULL	NULL	0.626105	NULL
4.432e-08	NULL	0.670842	NULL	NULL	0.674796	NULL	0.631281	0.619577	NULL	NULL
4.4336e-08	0.692004	NULL	0.650427	0.639583	NULL	0.650109	NULL	NULL	0.626287	NULL
4.4352e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.648703
4.4368e-08	NULL	0.670961	NULL	NULL	0.674468	NULL	0.632128	0.620294	NULL	NULL
4.4384e-08	0.692746	NULL	NULL	0.640009	NULL	0.650702	NULL	NULL	0.626898	NULL
4.44e-08	NULL	NULL	0.651272	NULL	0.674476	NULL	NULL	NULL	NULL	NULL
4.4416e-08	NULL	0.671368	NULL	NULL	NULL	NULL	0.633306	NULL	NULL	0.649711
4.4432e-08	NULL	NULL	0.65177	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.4448e-08	NULL	NULL	NULL	NULL	0.674573	NULL	NULL	NULL	NULL	NULL
4.4464e-08	NULL	0.671577	NULL	NULL	NULL	NULL	0.63434	NULL	0.628155	NULL
4.448e-08	0.694629	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.650532
4.4496e-08	NULL	0.67157	0.65228	0.641524	0.674438	0.652583	0.634855	NULL	0.628485	NULL
4.4512e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.62283	NULL	NULL
4.4576e-08	0.696004	NULL	0.65231	NULL	NULL	NULL	NULL	NULL	NULL	0.651101
4.4592e-08	NULL	NULL	NULL	NULL	NULL	0.653358	NULL	NULL	0.628944	NULL
4.4608e-08	NULL	0.670914	NULL	0.642293	NULL	NULL	0.6361	0.623873	NULL	NULL
4.4656e-08	NULL	NULL	NULL	NULL	NULL	0.653539	NULL	NULL	NULL	NULL
4.4688e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.636855	NULL	0.628923	0.651285
4.4704e-08	0.697293	0.670084	NULL	0.642604	NULL	NULL	NULL	NULL	NULL	NULL
4.472e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.624755	NULL	NULL
4.4736e-08	NULL	NULL	NULL	NULL	0.672681	NULL	NULL	NULL	0.629082	NULL
4.4768e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.651389
4.4784e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.637944	NULL	NULL	NULL
4.4816e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.638276	NULL	NULL	NULL
4.4832e-08	NULL	0.669518	NULL	NULL	0.672427	NULL	NULL	0.625736	0.629779	NULL
4.4864e-08	NULL	0.669514	NULL	0.643643	NULL	0.65455	0.638646	NULL	NULL	NULL
4.4896e-08	NULL	NULL	0.651177	NULL	0.672573	NULL	NULL	0.626413	0.630456	NULL
4.4912e-08	NULL	0.669784	NULL	NULL	NULL	0.655023	NULL	NULL	NULL	0.651865
4.496e-08	NULL	NULL	NULL	NULL	NULL	0.655592	NULL	NULL	NULL	0.652193
4.4976e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.631466	NULL
4.5008e-08	NULL	NULL	0.651703	NULL	0.673161	NULL	NULL	NULL	NULL	NULL
4.5024e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.640355	NULL	NULL	0.652793
4.504e-08	NULL	NULL	NULL	0.646279	NULL	NULL	NULL	NULL	NULL	NULL
4.5056e-08	NULL	0.671482	NULL	NULL	NULL	0.656843	NULL	NULL	NULL	NULL
4.5072e-08	NULL	NULL	NULL	0.646716	NULL	NULL	NULL	NULL	NULL	NULL
4.512e-08	0.701428	NULL	NULL	NULL	NULL	0.657534	NULL	0.629901	NULL	NULL
4.5168e-08	NULL	NULL	NULL	0.647256	NULL	NULL	NULL	NULL	NULL	NULL
4.5216e-08	0.702247	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.5232e-08	NULL	NULL	NULL	0.647451	NULL	NULL	NULL	NULL	NULL	NULL
4.5264e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632015	NULL	NULL
4.5312e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.635254	NULL
4.5328e-08	NULL	0.675491	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.5344e-08	NULL	NULL	NULL	NULL	0.674867	0.659405	NULL	0.63301	NULL	0.657175
4.5376e-08	NULL	NULL	0.653059	0.647984	NULL	NULL	NULL	NULL	0.635622	NULL
4.5424e-08	NULL	0.675816	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.5456e-08	NULL	0.675857	NULL	NULL	0.674513	NULL	NULL	NULL	NULL	NULL
4.5472e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.658174
4.5488e-08	NULL	NULL	NULL	NULL	NULL	0.659985	NULL	NULL	NULL	NULL
4.5504e-08	0.705237	NULL	NULL	0.648157	NULL	NULL	NULL	NULL	0.636378	NULL
4.552e-08	NULL	NULL	NULL	NULL	0.67428	NULL	NULL	NULL	NULL	NULL
4.5536e-08	NULL	0.675768	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.5552e-08	NULL	NULL	NULL	NULL	NULL	0.660424	NULL	NULL	NULL	NULL
4.5616e-08	NULL	NULL	NULL	NULL	0.674268	NULL	NULL	NULL	NULL	NULL
4.5632e-08	NULL	NULL	NULL	0.648848	NULL	NULL	NULL	NULL	NULL	NULL
4.5664e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.637533	NULL
4.568e-08	NULL	0.67601	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.5728e-08	NULL	NULL	NULL	NULL	NULL	0.662183	NULL	NULL	NULL	0.659361
4.5792e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.648977	NULL	0.638102	NULL
4.5808e-08	0.70857	NULL	NULL	0.649698	NULL	NULL	NULL	NULL	NULL	NULL
4.5824e-08	NULL	NULL	NULL	NULL	NULL	0.662558	NULL	NULL	NULL	NULL
4.5856e-08	NULL	0.676241	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.659425
4.5888e-08	NULL	NULL	NULL	0.649845	NULL	NULL	NULL	NULL	NULL	NULL
4.592e-08	NULL	NULL	0.653382	NULL	NULL	NULL	NULL	NULL	0.638508	NULL
4.5952e-08	0.70983	NULL	NULL	NULL	NULL	NULL	0.649961	NULL	NULL	0.659692
4.5984e-08	NULL	NULL	0.653466	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.6e-08	NULL	NULL	NULL	0.649812	0.674866	NULL	NULL	NULL	NULL	NULL
4.6016e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.638817	NULL	NULL
4.6048e-08	NULL	0.675973	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.6064e-08	NULL	NULL	NULL	NULL	NULL	0.663289	NULL	NULL	NULL	NULL
4.6112e-08	NULL	NULL	NULL	NULL	0.674766	NULL	NULL	0.639728	NULL	NULL
4.6144e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.650462	NULL	NULL	NULL
4.616e-08	NULL	0.675483	NULL	0.649539	NULL	0.663564	NULL	NULL	NULL	NULL
4.6176e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.660326
4.6208e-08	0.711467	NULL	NULL	NULL	0.674814	NULL	0.65052	0.640767	NULL	NULL
4.624e-08	NULL	NULL	NULL	NULL	NULL	0.663538	NULL	NULL	NULL	0.660437
4.6272e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640397	NULL
4.6352e-08	NULL	0.673985	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.6368e-08	NULL	NULL	0.652944	NULL	NULL	0.663009	NULL	NULL	NULL	NULL
4.6384e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.65012	NULL	NULL	NULL
4.64e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.642244	NULL	NULL
4.6432e-08	NULL	0.67346	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.6448e-08	NULL	NULL	0.652952	NULL	0.674338	0.662596	NULL	NULL	NULL	NULL
4.6496e-08	NULL	NULL	0.652976	NULL	0.674341	NULL	0.65024	NULL	NULL	NULL
4.6512e-08	NULL	NULL	NULL	NULL	NULL	0.662337	NULL	NULL	NULL	NULL
4.6528e-08	NULL	NULL	NULL	0.649688	NULL	NULL	NULL	NULL	NULL	NULL
4.656e-08	0.712649	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.6576e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.660327
4.6608e-08	NULL	0.672825	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.664e-08	NULL	NULL	0.652619	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.6656e-08	NULL	NULL	NULL	0.649854	NULL	NULL	0.650392	NULL	NULL	NULL
4.6688e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.6409	NULL
4.672e-08	NULL	0.672702	NULL	NULL	NULL	NULL	NULL	0.645732	NULL	0.660664
4.6768e-08	NULL	NULL	NULL	0.649953	NULL	NULL	NULL	NULL	NULL	NULL
4.6784e-08	0.713382	NULL	NULL	NULL	0.673922	0.661058	0.650411	NULL	NULL	NULL
4.6816e-08	NULL	0.672838	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.6832e-08	NULL	NULL	0.651927	NULL	NULL	NULL	NULL	NULL	NULL	0.661139
4.6848e-08	NULL	NULL	NULL	0.650291	NULL	NULL	NULL	NULL	NULL	NULL
4.6896e-08	NULL	NULL	NULL	NULL	0.674364	NULL	NULL	NULL	NULL	0.661461
4.6912e-08	NULL	NULL	NULL	NULL	NULL	0.661279	NULL	NULL	NULL	NULL
4.6976e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.661737
4.7008e-08	NULL	NULL	NULL	0.650883	NULL	NULL	NULL	NULL	NULL	NULL
4.704e-08	NULL	0.673768	0.651756	NULL	NULL	NULL	NULL	0.649328	NULL	NULL
4.7072e-08	NULL	NULL	NULL	NULL	0.6751	NULL	NULL	NULL	NULL	0.661598
4.7104e-08	NULL	NULL	NULL	NULL	NULL	0.661547	0.651374	NULL	0.642662	NULL
4.712e-08	0.715397	NULL	NULL	0.650944	NULL	NULL	NULL	NULL	NULL	NULL
4.7136e-08	NULL	NULL	0.65136	NULL	0.675172	NULL	NULL	0.649969	NULL	0.661227
4.7152e-08	NULL	0.673722	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.7216e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.650906	NULL	NULL	NULL
4.7232e-08	NULL	NULL	NULL	NULL	NULL	0.661245	NULL	NULL	0.64243	NULL
4.7296e-08	NULL	NULL	NULL	0.650557	NULL	NULL	NULL	NULL	NULL	NULL
4.7328e-08	NULL	NULL	0.649976	NULL	NULL	NULL	0.650508	NULL	NULL	0.659771
4.7344e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.642035	NULL
4.7392e-08	NULL	0.673135	NULL	NULL	NULL	0.660686	NULL	NULL	NULL	NULL
4.7424e-08	NULL	NULL	NULL	NULL	0.674834	NULL	NULL	0.651169	NULL	NULL
4.7456e-08	0.716311	NULL	0.649946	NULL	NULL	NULL	NULL	NULL	0.641807	NULL
4.752e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.659391
4.7552e-08	NULL	NULL	NULL	0.650783	NULL	0.66049	NULL	NULL	NULL	NULL
4.7584e-08	NULL	0.673421	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.7648e-08	NULL	0.673475	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.768e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.652926	NULL	0.659351
4.7744e-08	NULL	NULL	NULL	0.651158	0.675252	0.660428	NULL	NULL	0.641433	NULL
4.7808e-08	NULL	0.673178	0.6502	NULL	NULL	NULL	0.650762	NULL	NULL	NULL
4.784e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.653555	NULL	0.659167
4.7856e-08	0.718358	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.7872e-08	NULL	NULL	NULL	0.650972	0.675056	0.659842	NULL	NULL	NULL	NULL
4.7904e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.640887	NULL
4.792e-08	NULL	0.672601	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.7936e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.650472	NULL	NULL	0.658766
4.7984e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.653762	NULL	NULL
4.8032e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.64042	NULL
4.8048e-08	NULL	NULL	NULL	NULL	NULL	0.658665	NULL	NULL	NULL	NULL
4.8096e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.653836	NULL	NULL
4.8112e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.650019	NULL	NULL	NULL
4.8128e-08	NULL	NULL	NULL	0.650048	NULL	NULL	NULL	NULL	NULL	NULL
4.8224e-08	NULL	NULL	NULL	NULL	NULL	0.658084	NULL	NULL	NULL	NULL
4.8256e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.653903	NULL	0.657432
4.832e-08	NULL	NULL	0.648502	0.649546	NULL	NULL	0.649755	NULL	NULL	NULL
4.8352e-08	NULL	0.669852	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.8512e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.654301	NULL	NULL
4.8544e-08	0.720006	NULL	0.648072	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.8576e-08	NULL	0.668644	NULL	NULL	0.672746	NULL	NULL	NULL	NULL	NULL
4.8608e-08	NULL	NULL	NULL	NULL	NULL	0.65704	0.649275	NULL	NULL	NULL
4.864e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.655907
4.8672e-08	NULL	NULL	NULL	0.648632	NULL	NULL	NULL	NULL	0.638852	NULL
4.8704e-08	NULL	NULL	NULL	NULL	0.672305	NULL	NULL	NULL	NULL	NULL
4.8736e-08	0.719746	NULL	NULL	NULL	NULL	NULL	NULL	0.65435	NULL	NULL
4.88e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.648787	NULL	NULL	NULL
4.8864e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.654565
4.8896e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.638235	NULL
4.8928e-08	0.719548	NULL	0.647041	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.8992e-08	NULL	NULL	NULL	0.647194	NULL	NULL	NULL	0.654349	NULL	0.65414
4.9024e-08	NULL	0.666579	NULL	NULL	NULL	NULL	0.648227	NULL	NULL	NULL
4.9184e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.653565
4.9216e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.654459	0.637759	NULL
4.9248e-08	NULL	NULL	0.646239	NULL	0.669721	NULL	NULL	NULL	NULL	NULL
4.928e-08	0.719645	0.665391	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.9344e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.647552	NULL	NULL	NULL
4.9376e-08	NULL	NULL	NULL	0.645689	NULL	NULL	NULL	NULL	NULL	NULL
4.9408e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.652425
4.9472e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.6541	0.636941	NULL
4.9536e-08	NULL	NULL	0.645028	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.9664e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.646779	NULL	NULL	NULL
4.9696e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.653899	NULL	0.651019
4.9728e-08	NULL	NULL	NULL	0.6443	NULL	NULL	NULL	NULL	NULL	NULL
4.976e-08	NULL	0.662749	NULL	NULL	NULL	0.653524	NULL	NULL	NULL	NULL
4.9792e-08	NULL	NULL	0.64393	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.9824e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.635812	NULL
4.9856e-08	0.719206	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4.9888e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.650337
4.992e-08	NULL	0.662149	NULL	0.643933	NULL	NULL	NULL	NULL	NULL	NULL
4.9984e-08	NULL	NULL	0.643502	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.0048e-08	NULL	NULL	NULL	NULL	0.66459	NULL	NULL	NULL	NULL	NULL
5.0176e-08	0.719061	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.63501	NULL
5.0272e-08	NULL	0.660869	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.0304e-08	NULL	NULL	NULL	0.643399	NULL	NULL	NULL	0.653599	NULL	NULL
5.0432e-08	NULL	NULL	NULL	NULL	0.662635	NULL	NULL	NULL	NULL	NULL
5.0496e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.645537	NULL	NULL	NULL
5.0528e-08	NULL	NULL	NULL	0.642711	NULL	NULL	NULL	NULL	NULL	NULL
5.0656e-08	NULL	NULL	NULL	0.642318	NULL	0.65159	NULL	0.653022	NULL	NULL
5.0688e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.648186
5.072e-08	0.718685	NULL	NULL	NULL	NULL	NULL	0.644952	NULL	NULL	NULL
5.0752e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.634401	NULL
5.0816e-08	NULL	NULL	NULL	0.641995	NULL	0.65144	NULL	0.652907	NULL	NULL
5.0912e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.644508	NULL	NULL	NULL
5.0944e-08	0.718956	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.0976e-08	NULL	NULL	NULL	0.641253	NULL	0.650848	NULL	0.652416	NULL	NULL
5.1008e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.634162	0.647665
5.104e-08	NULL	0.657585	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.1072e-08	NULL	NULL	NULL	0.640787	NULL	NULL	NULL	NULL	NULL	NULL
5.1104e-08	NULL	NULL	NULL	NULL	0.65862	NULL	NULL	0.652025	NULL	NULL
5.1136e-08	NULL	NULL	0.641055	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.1168e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.633968	NULL
5.1232e-08	0.718809	0.656787	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.647263
5.1264e-08	NULL	NULL	NULL	0.640298	0.658058	NULL	NULL	NULL	NULL	NULL
5.1296e-08	NULL	NULL	0.641393	NULL	NULL	0.649358	0.643511	0.651735	NULL	NULL
5.1456e-08	NULL	NULL	NULL	NULL	0.657618	NULL	NULL	NULL	NULL	NULL
5.1488e-08	NULL	NULL	0.64181	0.639972	NULL	0.648711	0.643185	NULL	NULL	NULL
5.1552e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.64702
5.1616e-08	0.719127	NULL	NULL	NULL	NULL	NULL	NULL	0.651836	NULL	NULL
5.1648e-08	NULL	0.655813	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.1712e-08	NULL	NULL	0.641831	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.1776e-08	0.719116	0.655431	NULL	NULL	0.657118	NULL	NULL	NULL	NULL	0.646562
5.1968e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.642553	0.65209	NULL	NULL
5.2032e-08	0.719164	NULL	0.641422	NULL	NULL	NULL	NULL	NULL	0.634091	NULL
5.2096e-08	NULL	0.65451	NULL	NULL	NULL	0.647189	NULL	NULL	NULL	0.646144
5.2224e-08	NULL	NULL	0.640837	NULL	0.656221	NULL	0.642085	0.652072	0.633839	NULL
5.2288e-08	0.718846	NULL	NULL	0.63737	NULL	NULL	NULL	NULL	NULL	NULL
5.2384e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.645429
5.2544e-08	NULL	NULL	0.639774	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.2608e-08	0.718605	0.652296	NULL	0.636184	0.654798	NULL	NULL	0.651479	0.632914	NULL
5.2672e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.640736	NULL	NULL	0.644482
5.28e-08	0.718653	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5.2832e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.640294	0.651118	0.632401	NULL
