t`s	v(l3bl3)`V`float	v(l3bl5)`V`float	v(l3bl2)`V`float	v(l3bl6)`V`float	v(l3bl1)`V`float	v(l3bl7)`V`float	v(l3bl0)`V`float	v(l3bl8)`V`float	v(l3bl4)`V`float	v(l3bl9)`V`float
1.04704e-07	0.710611	0.613142	NULL	NULL	0.607114	NULL	NULL	0.627046	0.614163	NULL
1.0496e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.596743
1.05088e-07	NULL	NULL	0.604367	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.05216e-07	NULL	NULL	NULL	0.605105	0.607053	NULL	0.602086	0.626916	NULL	NULL
1.05472e-07	0.710694	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.056e-07	NULL	NULL	NULL	NULL	0.607208	0.617498	0.602169	NULL	NULL	NULL
1.05728e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.627113	NULL	NULL
1.05984e-07	NULL	NULL	NULL	0.604889	NULL	NULL	NULL	NULL	NULL	NULL
1.06112e-07	NULL	NULL	NULL	NULL	0.607663	0.617998	0.602521	0.627226	NULL	NULL
1.06368e-07	0.710989	NULL	NULL	0.604996	NULL	NULL	NULL	NULL	NULL	NULL
1.06496e-07	NULL	0.612261	NULL	NULL	0.607996	0.618359	0.602773	NULL	0.613425	NULL
1.06624e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.595544
1.06752e-07	NULL	NULL	NULL	0.605235	0.608158	0.618542	0.60288	NULL	NULL	NULL
1.07008e-07	NULL	NULL	0.603575	NULL	NULL	NULL	NULL	0.626998	NULL	NULL
1.08032e-07	NULL	NULL	NULL	NULL	0.608065	0.618569	0.602501	NULL	NULL	NULL
1.08544e-07	NULL	NULL	0.603112	NULL	NULL	NULL	NULL	NULL	0.612909	0.594442
1.09056e-07	NULL	0.611423	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.09312e-07	0.710813	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.09696e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.602131	NULL	NULL	NULL
1.09824e-07	NULL	NULL	NULL	NULL	0.607787	NULL	NULL	NULL	NULL	NULL
1.09952e-07	NULL	NULL	0.602639	0.604887	NULL	NULL	NULL	NULL	NULL	NULL
1.1008e-07	NULL	0.611031	NULL	NULL	NULL	0.618499	NULL	NULL	NULL	0.593577
1.10208e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.625876	NULL	NULL
1.10464e-07	NULL	0.610851	0.602299	NULL	NULL	0.618428	NULL	NULL	0.613013	0.593318
1.10592e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.625761	NULL	NULL
1.1072e-07	0.711117	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.10848e-07	NULL	NULL	NULL	0.605254	NULL	NULL	NULL	NULL	NULL	NULL
1.10912e-07	NULL	NULL	0.602084	NULL	NULL	NULL	0.602305	NULL	NULL	NULL
1.1104e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.625443	NULL	NULL
1.11168e-07	NULL	NULL	0.601928	NULL	0.607079	NULL	NULL	NULL	NULL	NULL
1.11232e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.593248
1.1136e-07	NULL	0.610956	NULL	NULL	NULL	NULL	NULL	0.625406	0.61338	NULL
1.11872e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.613637	0.59347
1.12128e-07	NULL	NULL	NULL	NULL	NULL	0.618699	0.6026	NULL	NULL	NULL
1.12384e-07	NULL	NULL	NULL	NULL	0.606985	NULL	NULL	NULL	NULL	NULL
1.12512e-07	NULL	NULL	NULL	NULL	NULL	0.618543	0.602445	NULL	NULL	NULL
1.12704e-07	NULL	NULL	0.602071	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.12768e-07	NULL	NULL	NULL	0.606436	NULL	NULL	NULL	NULL	NULL	NULL
1.12896e-07	NULL	NULL	NULL	NULL	NULL	0.618349	NULL	NULL	NULL	NULL
1.1296e-07	NULL	0.611525	NULL	NULL	0.606705	NULL	NULL	NULL	NULL	NULL
1.13216e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.61337	NULL
1.13344e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.625321	NULL	NULL
1.13408e-07	NULL	NULL	NULL	0.606619	NULL	NULL	NULL	NULL	NULL	NULL
1.13536e-07	NULL	NULL	NULL	NULL	0.606291	0.617817	NULL	NULL	0.613179	NULL
1.13664e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.625284	NULL	NULL
1.14176e-07	NULL	NULL	0.602425	NULL	0.606078	0.617689	0.602357	NULL	NULL	NULL
1.14432e-07	NULL	0.611522	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.14944e-07	NULL	NULL	NULL	0.607173	NULL	NULL	NULL	NULL	NULL	0.594503
1.152e-07	NULL	0.611493	0.602232	NULL	NULL	NULL	NULL	NULL	0.613136	NULL
1.15264e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.602483	NULL	NULL	NULL
1.15328e-07	NULL	NULL	NULL	NULL	NULL	0.617216	NULL	NULL	NULL	NULL
1.15456e-07	0.712494	NULL	NULL	NULL	NULL	NULL	NULL	0.625473	NULL	NULL
1.16096e-07	NULL	0.611247	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.16224e-07	NULL	NULL	NULL	NULL	0.60475	NULL	NULL	NULL	0.612814	NULL
1.1648e-07	0.712421	NULL	0.601852	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.1776e-07	0.712425	NULL	NULL	NULL	NULL	NULL	0.602257	0.625247	0.612639	NULL
1.18272e-07	NULL	0.611259	NULL	0.607083	NULL	NULL	NULL	NULL	NULL	NULL
1.18784e-07	0.712216	NULL	NULL	NULL	NULL	0.616498	0.601862	0.624856	NULL	NULL
1.19296e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.61207	NULL
1.19552e-07	NULL	NULL	NULL	NULL	0.603581	NULL	NULL	NULL	NULL	NULL
1.20064e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.611913	NULL
1.20448e-07	NULL	NULL	NULL	0.606718	NULL	NULL	NULL	NULL	NULL	NULL
1.20576e-07	0.711644	0.611105	NULL	NULL	NULL	NULL	NULL	0.623914	NULL	NULL
1.20832e-07	NULL	NULL	0.601468	NULL	NULL	NULL	0.600762	NULL	NULL	NULL
1.21088e-07	NULL	NULL	NULL	NULL	0.603096	0.615963	NULL	NULL	NULL	NULL
1.21216e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.612013	0.594224
1.21536e-07	NULL	NULL	NULL	0.606997	NULL	NULL	NULL	NULL	NULL	NULL
1.21728e-07	NULL	NULL	0.601923	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.22112e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.600141	0.623901	NULL	NULL
1.22368e-07	NULL	NULL	NULL	NULL	0.603296	NULL	NULL	NULL	NULL	0.594532
1.2288e-07	NULL	NULL	0.602516	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.2352e-07	NULL	NULL	NULL	0.607698	NULL	NULL	NULL	NULL	NULL	NULL
1.23648e-07	NULL	NULL	0.602594	NULL	NULL	NULL	0.599696	NULL	0.612732	NULL
1.24032e-07	NULL	NULL	NULL	NULL	0.603612	NULL	NULL	0.624194	NULL	NULL
1.24416e-07	NULL	NULL	NULL	NULL	NULL	0.61657	0.599325	NULL	NULL	NULL
1.24672e-07	NULL	0.611924	0.602451	NULL	NULL	NULL	NULL	NULL	0.612559	NULL
1.24928e-07	0.712015	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.25184e-07	NULL	NULL	NULL	NULL	0.603905	0.616356	NULL	0.623904	NULL	NULL
1.25312e-07	NULL	NULL	0.602481	NULL	NULL	NULL	NULL	NULL	0.612569	NULL
1.25696e-07	NULL	NULL	NULL	0.607529	NULL	0.616059	NULL	0.623589	NULL	0.595482
1.25952e-07	NULL	0.612422	0.60243	NULL	0.604092	NULL	NULL	NULL	0.612507	NULL
1.26464e-07	0.711909	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.595578
1.26976e-07	NULL	NULL	NULL	0.607574	NULL	NULL	NULL	NULL	NULL	NULL
1.27232e-07	NULL	NULL	NULL	NULL	NULL	0.615741	NULL	0.623187	NULL	NULL
1.27744e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.598852	NULL	NULL	0.595539
1.28e-07	NULL	NULL	NULL	0.607691	NULL	NULL	NULL	NULL	NULL	NULL
1.28128e-07	0.712039	0.61242	0.602408	NULL	NULL	NULL	NULL	NULL	0.612467	NULL
1.2832e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.599157	NULL	NULL	NULL
1.28384e-07	NULL	NULL	NULL	NULL	0.60397	NULL	NULL	NULL	NULL	NULL
1.28512e-07	NULL	NULL	0.602623	NULL	NULL	NULL	0.599255	NULL	0.612681	NULL
1.28768e-07	0.712214	NULL	NULL	0.608067	NULL	NULL	NULL	NULL	NULL	0.59529
1.29024e-07	NULL	0.612181	0.602548	NULL	NULL	NULL	NULL	NULL	0.612613	NULL
1.29536e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.599123	NULL	NULL	NULL
1.30176e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.594677
1.30304e-07	0.711827	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.30624e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.599031	NULL	NULL	NULL
1.30752e-07	NULL	NULL	NULL	NULL	0.603511	NULL	NULL	NULL	NULL	NULL
1.30816e-07	NULL	NULL	NULL	0.608046	NULL	0.614829	NULL	NULL	NULL	NULL
1.30944e-07	NULL	NULL	0.601649	NULL	0.603655	NULL	0.599271	NULL	NULL	NULL
1.312e-07	NULL	NULL	NULL	NULL	0.603916	NULL	0.599586	NULL	NULL	NULL
1.31392e-07	NULL	NULL	NULL	NULL	NULL	0.615166	NULL	NULL	NULL	NULL
1.31456e-07	0.711616	NULL	NULL	NULL	NULL	NULL	NULL	0.62172	NULL	NULL
1.31584e-07	NULL	NULL	NULL	0.608689	NULL	NULL	NULL	NULL	0.61188	NULL
1.31712e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.59992	NULL	NULL	NULL
1.31776e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.62195	NULL	NULL
1.31904e-07	NULL	NULL	NULL	NULL	0.603792	NULL	NULL	NULL	NULL	NULL
1.31968e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.600247	0.62216	NULL	NULL
1.32096e-07	NULL	NULL	NULL	0.60915	NULL	NULL	NULL	NULL	0.612282	NULL
1.32352e-07	NULL	NULL	0.60102	NULL	NULL	NULL	NULL	NULL	NULL	0.593613
1.32608e-07	0.711922	NULL	NULL	NULL	NULL	NULL	0.600249	0.622126	NULL	NULL
1.33376e-07	NULL	NULL	NULL	0.608974	NULL	NULL	NULL	NULL	0.611984	NULL
1.34144e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.621749	NULL	NULL
1.34272e-07	NULL	NULL	0.600202	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.34528e-07	NULL	NULL	NULL	NULL	0.602907	NULL	NULL	NULL	0.611367	0.592961
1.34656e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.621321	NULL	NULL
1.34912e-07	NULL	NULL	NULL	NULL	0.602643	0.61453	NULL	NULL	0.611097	NULL
1.3504e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.600089	0.621106	NULL	NULL
1.35168e-07	NULL	NULL	0.599431	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.35424e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.592865
1.3568e-07	NULL	0.609638	NULL	NULL	NULL	0.614705	NULL	NULL	NULL	NULL
1.36448e-07	NULL	NULL	NULL	0.608215	NULL	NULL	NULL	0.62078	NULL	NULL
1.36704e-07	0.711255	NULL	NULL	NULL	NULL	0.614979	0.60057	NULL	NULL	NULL
1.3696e-07	NULL	NULL	NULL	NULL	0.602427	NULL	NULL	0.620997	0.610878	NULL
1.37088e-07	NULL	NULL	NULL	NULL	NULL	0.615335	0.600936	NULL	NULL	NULL
1.37216e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.621335	NULL	0.593143
1.37344e-07	NULL	NULL	NULL	NULL	0.602676	NULL	NULL	0.621638	NULL	NULL
1.37472e-07	NULL	NULL	NULL	NULL	NULL	0.616093	0.601727	0.621798	NULL	0.593386
1.37728e-07	NULL	NULL	0.598344	NULL	0.602798	0.61622	0.601856	0.621898	0.611261	NULL
1.3824e-07	0.711462	0.608831	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.593296
1.39264e-07	NULL	NULL	NULL	NULL	NULL	0.616185	0.601826	0.621758	NULL	NULL
1.40288e-07	NULL	NULL	0.597438	0.606975	NULL	NULL	NULL	NULL	0.610449	NULL
1.41824e-07	NULL	0.607707	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.42336e-07	NULL	NULL	0.597026	NULL	NULL	NULL	NULL	0.621362	NULL	NULL
1.42592e-07	NULL	NULL	NULL	NULL	0.60262	NULL	NULL	NULL	NULL	NULL
1.42848e-07	NULL	NULL	0.597142	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.42976e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.621557	NULL	0.592011
1.43104e-07	NULL	NULL	NULL	NULL	0.60302	NULL	0.601119	NULL	NULL	NULL
1.4336e-07	NULL	NULL	0.59754	NULL	NULL	NULL	NULL	0.621774	NULL	NULL
1.43616e-07	NULL	NULL	NULL	NULL	0.603261	NULL	NULL	NULL	NULL	NULL
1.43872e-07	NULL	NULL	NULL	NULL	NULL	0.615658	NULL	NULL	NULL	NULL
1.44384e-07	NULL	0.60681	NULL	NULL	NULL	NULL	NULL	0.621642	NULL	NULL
1.4464e-07	NULL	NULL	NULL	NULL	NULL	0.61585	NULL	NULL	NULL	NULL
1.44896e-07	NULL	NULL	0.597839	NULL	0.60362	NULL	0.60061	NULL	NULL	NULL
1.45408e-07	NULL	0.606471	NULL	0.605159	NULL	NULL	NULL	0.621473	NULL	NULL
1.46176e-07	NULL	NULL	NULL	NULL	0.603755	0.615646	NULL	NULL	NULL	0.591127
1.46432e-07	NULL	NULL	NULL	NULL	0.603855	NULL	NULL	NULL	NULL	0.591174
1.47456e-07	NULL	0.606073	0.597267	NULL	NULL	NULL	NULL	0.621364	NULL	NULL
1.47968e-07	NULL	NULL	NULL	NULL	0.603594	NULL	NULL	NULL	NULL	0.590577
1.4848e-07	NULL	NULL	0.597065	NULL	NULL	NULL	NULL	NULL	0.607745	NULL
1.48736e-07	0.709528	NULL	NULL	NULL	NULL	0.615231	NULL	0.621048	NULL	NULL
1.48992e-07	NULL	NULL	0.59733	0.603796	NULL	NULL	NULL	NULL	0.607962	NULL
1.4912e-07	NULL	NULL	NULL	NULL	NULL	0.615566	0.599389	NULL	NULL	NULL
1.49248e-07	0.710016	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.49504e-07	0.710318	NULL	NULL	0.603988	NULL	0.616158	NULL	NULL	NULL	NULL
1.4976e-07	NULL	NULL	0.598188	NULL	NULL	NULL	0.599675	NULL	0.608728	NULL
1.50016e-07	0.710396	NULL	NULL	NULL	NULL	0.616159	NULL	0.621134	NULL	NULL
1.50528e-07	NULL	NULL	0.598007	0.603482	0.602799	NULL	NULL	NULL	0.608442	0.589156
1.5104e-07	NULL	0.604159	NULL	NULL	NULL	NULL	0.599119	NULL	NULL	NULL
1.51552e-07	NULL	NULL	NULL	NULL	NULL	0.615459	NULL	NULL	NULL	NULL
1.53088e-07	NULL	NULL	NULL	NULL	0.601946	NULL	NULL	NULL	NULL	NULL
1.53216e-07	NULL	0.602992	NULL	NULL	NULL	NULL	0.598153	NULL	NULL	NULL
1.53344e-07	NULL	NULL	0.597071	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.53472e-07	0.709944	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.607029	NULL
1.536e-07	NULL	0.603055	0.597193	0.601735	0.602134	NULL	0.598259	0.619388	NULL	0.587159
1.53984e-07	0.710416	NULL	NULL	0.601788	NULL	NULL	NULL	NULL	NULL	0.587193
1.54112e-07	NULL	NULL	NULL	NULL	NULL	0.614151	NULL	0.619484	NULL	NULL
1.54368e-07	NULL	0.603627	NULL	0.601898	NULL	NULL	NULL	NULL	NULL	0.587284
1.54496e-07	0.710869	NULL	0.598034	NULL	NULL	NULL	0.59905	NULL	0.607371	NULL
1.54624e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.619471	NULL	NULL
1.54752e-07	NULL	NULL	NULL	NULL	NULL	0.614197	NULL	NULL	0.607646	NULL
1.5488e-07	NULL	NULL	0.598305	NULL	0.603871	NULL	NULL	0.619598	NULL	NULL
1.55008e-07	NULL	0.603773	NULL	0.602031	NULL	NULL	NULL	NULL	0.608155	0.587369
1.55136e-07	NULL	NULL	NULL	NULL	NULL	0.614383	NULL	NULL	NULL	NULL
1.55264e-07	NULL	NULL	NULL	NULL	0.604846	NULL	NULL	NULL	0.608693	0.587533
1.55392e-07	NULL	0.603994	0.599164	0.602266	NULL	NULL	NULL	0.620292	NULL	NULL
1.55648e-07	0.71165	NULL	NULL	NULL	0.605142	NULL	NULL	NULL	0.60879	NULL
1.55904e-07	NULL	NULL	NULL	0.60238	NULL	0.614583	NULL	NULL	NULL	NULL
1.56032e-07	0.712191	NULL	NULL	NULL	0.605404	NULL	NULL	NULL	NULL	NULL
1.5616e-07	NULL	0.604201	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.56288e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.599911	NULL	NULL	NULL
1.56416e-07	NULL	NULL	NULL	NULL	0.605611	NULL	NULL	NULL	0.608842	0.587486
1.56544e-07	NULL	NULL	NULL	NULL	NULL	0.615648	NULL	0.620478	NULL	NULL
1.568e-07	0.713708	NULL	0.599715	NULL	NULL	0.616124	NULL	NULL	0.609065	NULL
1.56928e-07	NULL	NULL	NULL	0.603342	NULL	NULL	NULL	NULL	NULL	0.587895
1.57184e-07	NULL	NULL	0.599925	NULL	0.60594	NULL	NULL	NULL	NULL	NULL
1.57312e-07	0.714299	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.60898	NULL
1.5744e-07	NULL	NULL	0.600155	NULL	0.606187	0.616798	0.601016	NULL	NULL	NULL
1.57696e-07	0.714494	0.604584	NULL	0.603772	NULL	NULL	NULL	NULL	NULL	0.588279
1.58208e-07	NULL	NULL	0.600098	NULL	0.606178	0.616772	0.600958	NULL	NULL	NULL
1.5872e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.619671	NULL	NULL
1.59232e-07	0.714435	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.61792e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.587501
1.62816e-07	NULL	NULL	0.599321	0.602467	NULL	NULL	NULL	NULL	NULL	NULL
1.6384e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.599873	NULL	NULL	NULL
1.64352e-07	0.714005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.64864e-07	NULL	NULL	0.598904	NULL	NULL	0.615503	NULL	NULL	NULL	0.587006
1.6512e-07	NULL	NULL	NULL	0.601599	NULL	NULL	NULL	0.617395	NULL	NULL
1.65632e-07	NULL	NULL	0.598616	0.601453	NULL	NULL	NULL	0.61721	NULL	0.586791
1.65888e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.600023	NULL	0.605966	NULL
1.664e-07	NULL	NULL	NULL	NULL	NULL	0.615495	NULL	NULL	NULL	NULL
1.6704e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.586647
1.67168e-07	0.714327	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.67424e-07	NULL	NULL	0.598289	NULL	0.604712	NULL	NULL	NULL	NULL	NULL
1.67552e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.616853	NULL	NULL
1.67616e-07	NULL	NULL	NULL	NULL	NULL	0.615415	NULL	NULL	NULL	NULL
1.67872e-07	NULL	NULL	NULL	0.60153	NULL	NULL	NULL	NULL	NULL	NULL
1.67936e-07	NULL	NULL	NULL	NULL	0.604344	NULL	NULL	0.616789	0.606197	NULL
1.68064e-07	NULL	NULL	0.598069	NULL	NULL	0.615426	NULL	NULL	NULL	NULL
1.68192e-07	0.714661	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.586278
1.68448e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.600803	NULL	NULL	NULL
1.68576e-07	NULL	0.601784	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.68832e-07	NULL	NULL	NULL	0.601802	NULL	0.615802	NULL	0.617082	0.60656	NULL
1.6896e-07	0.715131	NULL	NULL	NULL	0.604558	NULL	NULL	NULL	NULL	0.586516
1.69216e-07	NULL	NULL	0.598289	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.69472e-07	NULL	NULL	NULL	NULL	0.604863	NULL	NULL	0.617553	NULL	0.586902
1.696e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.606967	NULL
1.69728e-07	NULL	NULL	NULL	0.602189	0.605054	NULL	NULL	0.617776	NULL	0.587114
1.70496e-07	0.716228	0.601928	0.598425	0.602309	0.605205	0.616828	0.601783	0.617964	0.60717	0.587286
1.72032e-07	0.716404	NULL	NULL	NULL	NULL	0.616839	0.601861	0.617924	0.607134	0.587316
1.72544e-07	NULL	NULL	NULL	0.602187	0.605187	NULL	NULL	NULL	NULL	NULL
1.73056e-07	NULL	0.601633	0.598178	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.7408e-07	0.716213	NULL	NULL	NULL	NULL	0.616439	0.601648	0.617504	0.606721	NULL
1.74592e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.587081
1.75104e-07	NULL	NULL	NULL	0.601662	NULL	NULL	NULL	NULL	NULL	NULL
1.76128e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.587027
1.76384e-07	NULL	0.601179	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.76896e-07	NULL	NULL	0.597633	NULL	NULL	NULL	NULL	NULL	0.605898	NULL
1.77152e-07	0.71547	NULL	NULL	NULL	0.60495	NULL	NULL	0.616756	NULL	NULL
1.77408e-07	NULL	NULL	NULL	0.601338	NULL	NULL	NULL	NULL	NULL	0.587284
1.77536e-07	NULL	0.601355	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.77792e-07	NULL	NULL	0.597863	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.7792e-07	NULL	NULL	NULL	NULL	0.605313	0.614995	NULL	NULL	NULL	NULL
1.78048e-07	NULL	0.601693	NULL	0.601614	NULL	NULL	NULL	NULL	NULL	0.587755
1.78176e-07	NULL	0.601828	NULL	0.601727	0.605597	NULL	NULL	NULL	NULL	NULL
1.78304e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.587987
1.78432e-07	NULL	NULL	0.598303	NULL	NULL	NULL	NULL	NULL	0.605559	NULL
1.78944e-07	NULL	NULL	NULL	0.601712	0.605778	NULL	NULL	NULL	NULL	NULL
1.79456e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.600585	NULL	NULL	NULL
1.79712e-07	NULL	0.602505	0.598223	NULL	0.606042	NULL	NULL	0.616459	NULL	0.588782
1.79968e-07	NULL	0.602902	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.589232
1.80224e-07	NULL	0.603021	NULL	NULL	0.606281	NULL	0.600839	0.616583	NULL	0.58939
1.81248e-07	NULL	0.602917	NULL	0.601083	NULL	NULL	NULL	NULL	0.604378	0.589449
1.8176e-07	0.714274	NULL	NULL	NULL	0.606167	NULL	0.600362	0.61618	NULL	NULL
1.8304e-07	NULL	NULL	NULL	NULL	0.606109	NULL	NULL	NULL	NULL	NULL
1.83296e-07	0.714018	NULL	0.597812	0.600507	NULL	0.613091	NULL	0.615756	0.603372	NULL
1.83552e-07	NULL	NULL	NULL	NULL	0.606345	NULL	NULL	NULL	NULL	0.589185
1.8368e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.599721	NULL	NULL	NULL
1.83808e-07	NULL	NULL	0.598354	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.83936e-07	0.714368	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.84064e-07	NULL	NULL	NULL	0.600719	NULL	NULL	NULL	0.615939	NULL	NULL
1.84192e-07	NULL	NULL	0.598912	NULL	NULL	NULL	NULL	NULL	NULL	0.589511
1.84448e-07	0.714942	0.602132	0.599448	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.84576e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.599648	NULL	NULL	0.589891
1.84832e-07	0.71521	NULL	0.59971	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.85088e-07	NULL	NULL	NULL	0.601453	0.607804	NULL	NULL	0.616584	NULL	NULL
1.85344e-07	0.715398	NULL	NULL	NULL	NULL	0.61378	0.599771	NULL	NULL	0.590269
1.85856e-07	NULL	NULL	0.599821	0.601534	0.6079	NULL	NULL	0.616615	NULL	NULL
1.86368e-07	NULL	0.601978	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.8688e-07	0.715277	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.602374	NULL
1.87392e-07	NULL	NULL	NULL	NULL	0.607723	0.613488	NULL	NULL	NULL	0.590221
1.8816e-07	NULL	NULL	NULL	0.601401	NULL	NULL	NULL	0.61629	NULL	NULL
1.88416e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.602135	NULL
1.88928e-07	NULL	0.601384	NULL	0.601452	NULL	0.613263	NULL	0.616237	NULL	NULL
1.89184e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.599149	NULL	NULL	NULL
1.8944e-07	0.714928	NULL	NULL	NULL	0.607657	NULL	NULL	NULL	NULL	NULL
1.89696e-07	NULL	NULL	0.599847	NULL	NULL	NULL	NULL	NULL	NULL	0.590402
1.89952e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.602391	NULL
1.90464e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.602599	NULL
1.90976e-07	0.714917	0.601206	NULL	NULL	NULL	0.613672	NULL	NULL	NULL	NULL
1.91232e-07	NULL	NULL	0.600028	0.602075	0.607748	NULL	0.599359	NULL	0.602528	0.590657
1.91488e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.616431	NULL	NULL
1.91744e-07	NULL	NULL	NULL	NULL	NULL	0.613202	NULL	NULL	NULL	NULL
1.91872e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.598894	NULL	NULL	NULL
1.92e-07	NULL	NULL	NULL	0.601734	0.607413	NULL	NULL	NULL	0.602131	NULL
1.92128e-07	0.714403	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.92512e-07	NULL	NULL	NULL	0.60155	0.60726	0.612659	0.598488	NULL	0.601921	NULL
